Meno,Link,Licencia
Školské majstrovstvá okresu Lučenec 2024 ,https://chess-results.com/tnr1043985.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Majstrovstvá žiakov ZŠ okresu Bratislava ,https://chess-results.com/tnr1036711.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Majstrovstvá žiačok ZŠ okresu Bratis,https://chess-results.com/tnr1036696.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Majster Námestova 2024 ,https://chess-results.com/tnr1044153.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Okresné majstrovstva základných škôl Bardejov ,https://chess-results.com/tnr1048092.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Okresné majstrovstvá stredných škôl Bardejov ,https://chess-results.com/tnr1048091.aspx,Creator/Last Upload: Slovak Chess Federation license 7
MS ZS Bytca 2024 ,https://chess-results.com/tnr1044926.aspx,Creator/Last Upload: Slovak Chess Federation
Majstrovstvá ZS jednotlivcov okresu Bratislava IV -,https://chess-results.com/tnr1029794.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Majstrovstvá ZS jednotlivcov okresu Bratislava IV -,https://chess-results.com/tnr1029793.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Majstrovstvá žiakov a žiačok okresu ,https://chess-results.com/tnr1043361.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Chess night v UniKu Mlyny - 25.10. 2024 ,https://chess-results.com/tnr1020489.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Turnaj v rapid šachu pre účastníkov šachového sústredenia v Bystrine - 10.2024 ,https://chess-results.com/tnr1042862.aspx,"Creator: Slovak Chess Federation license 68,Last Upload: Slovak Chess Federation license 51"
Memorial Bystrika Tupeho 2024 GPX+ ,https://chess-results.com/tnr1030341.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Memorial Bystrika Tupeho 2024 GPX ,https://chess-results.com/tnr1030343.aspx,Creator/Last Upload: Slovak Chess Federation license 3
"Liga mládeža Spiša 1. turnaj Lendak 2024/25 08,11,14 ",https://chess-results.com/tnr1045996.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation license 67"
Liga mládeža Spiša 1. turnaj Lendak 2024/2025 18/23 ,https://chess-results.com/tnr1045997.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation license 67"
II. Pohár Primátora Mesta Veľký Meder - II. Po,https://chess-results.com/tnr1037513.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Školské majstrovstvá okresu Ružomberok &#,https://chess-results.com/tnr1047892.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Školské majstrovstvá okresu Ružomberok &#,https://chess-results.com/tnr1047893.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Školské majstrovstvá okresu Ružomberok &#,https://chess-results.com/tnr1047894.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Školské majstrovstvá okresu Ružomberok &#,https://chess-results.com/tnr1047895.aspx,Creator/Last Upload: Slovak Chess Federation license 1
"MSR škôl, okresné kolo Ilava 2024, žia",https://chess-results.com/tnr1043786.aspx,Creator/Last Upload: Slovak Chess Federation license 7
"MSR škôl, okresné kolo Ilava 2024, žiaci ",https://chess-results.com/tnr1034212.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Majstrovstva okresu Pezinok ZŠ 2024 ,https://chess-results.com/tnr1048819.aspx,Creator/Last Upload: Slovak Chess Federation
Majstrovstva okresu Pezinok SŠ 2024 ,https://chess-results.com/tnr1048824.aspx,Creator/Last Upload: Slovak Chess Federation
Majster Oravského Veselého ,https://chess-results.com/tnr1049105.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Zlaty palcat 2024 ,https://chess-results.com/tnr1024521.aspx,Creator/Last Upload: Slovak Chess Federation
Na tom našom Slovensku 30.10. 2024 ,https://chess-results.com/tnr1049341.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Rapid Masters FIDE open 31.10.2024 ,https://chess-results.com/tnr993899.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Rapid GPX mládeže 31.10.2024 ,https://chess-results.com/tnr993902.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Klubový tréningový turnaj Smižany ,https://chess-results.com/tnr1063597.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation license 67"
Veľká cena Topoľčian v bleskovom ,https://chess-results.com/tnr1051375.aspx,Creator/Last Upload: Slovak Chess Federation
O pohár Šachuľka so šachovými kartam,https://chess-results.com/tnr993920.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Bughouse Challenge 1.11.2024 ,https://chess-results.com/tnr993912.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Blitz Masters FIDE Open 1.11. 2024 ,https://chess-results.com/tnr993905.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Blitz Futures 1.11. 2024 ,https://chess-results.com/tnr997810.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Majstrovstvá žiakov ZŠ okresu Bratislava ,https://chess-results.com/tnr1047912.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Majstrovstvá žiačok ZŠ okresu Bratis,https://chess-results.com/tnr1047945.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Majstrovstva okresu D Puchov  ,https://chess-results.com/tnr1054379.aspx,Creator/Last Upload: Slovak Chess Federation
Majstrovstva okresu CH Puchov  ,https://chess-results.com/tnr1054382.aspx,Creator/Last Upload: Slovak Chess Federation
Majstrovstvá okresu Čadca SŠ 2024 ,https://chess-results.com/tnr1054023.aspx,Creator/Last Upload: Slovak Chess Federation license 8
Majstrovstvá okresu Čadca 2024 ZŠ ,https://chess-results.com/tnr1054022.aspx,Creator/Last Upload: Slovak Chess Federation license 8
Školské majstrovstvá okresu Krupina v šk.,https://chess-results.com/tnr1055368.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Školské majstrovstvá okresu Krupina v šk.,https://chess-results.com/tnr1055369.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Školské majstrovstvá okresov Stropkov a Svidní,https://chess-results.com/tnr1043128.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Školské  majstrovstvá okresu Stropkov žia,https://chess-results.com/tnr1043129.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Školské  majstrovstvá okresou Svidník žia,https://chess-results.com/tnr1054301.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Majstrovsvá regiónu BB okresov BB a ZV a iných - Z&,https://chess-results.com/tnr1054070.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Majstrovsvá regiónu BB okresov BB a ZV a iných - Z&,https://chess-results.com/tnr1054923.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Majstrovstvá ZŠ okresu Sabinov - dievčatá,https://chess-results.com/tnr1055822.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Majstrovstvá SŠ okresu Sabinov - dievčatá,https://chess-results.com/tnr1055828.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Školské majstrovstvá okresu Liptovský Mikulá&#,https://chess-results.com/tnr1055038.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Školské majstrovstvá okresu Liptovský Mikulá&#,https://chess-results.com/tnr1055039.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Školské  majstrovstvá okresov Stropkov a Svidn,https://chess-results.com/tnr1043140.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Majstrovstvá ZŠ okresu Sabinov - chlapci ,https://chess-results.com/tnr1055816.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Majstrovstvá žiakov ZŠ okresu Bratislava ,https://chess-results.com/tnr1036699.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Majstrovstvá okresu Trenčín a Nové Mesto nad V,https://chess-results.com/tnr1051367.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Majstrovstvá okresu Bratislava V 2024 - žia,https://chess-results.com/tnr1055305.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Majstrovstvá okresu Bratislava V 2024 - žiaci ,https://chess-results.com/tnr1034202.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Majster Zákamenného ,https://chess-results.com/tnr1055796.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Turnaj o meč rytiera Podmanického 2024 ,https://chess-results.com/tnr1030405.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Tomášovská liga mládeže 2024/25 - TLM 2 ,https://chess-results.com/tnr1053632.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce Open 2024/25 - TO 2 ,https://chess-results.com/tnr1053631.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Šachový turnaj dvojíc v Dúbravke ,https://chess-results.com/tnr1056883.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Nitriansky šachový festival 3. ročník ,https://chess-results.com/tnr1044246.aspx,Creator/Last Upload: Slovak Chess Federation license 5
AVION chess challenge 09.11.2024 (GPX mládeže),https://chess-results.com/tnr1005598.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Školské majstrovstvá študentov okresu BB ,https://chess-results.com/tnr1058036.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"MSR škôl, okresné kolo Prievidza 2024, ži",https://chess-results.com/tnr1049538.aspx,Creator/Last Upload: Slovak Chess Federation license 7
"MSR škôl, okresné kolo Prievidza 2024, ži",https://chess-results.com/tnr1049539.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Školské majstrovstvá okresu Prešov ZŠ,https://chess-results.com/tnr1058242.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Školské majstrovstvá okresu Prešov ZŠ,https://chess-results.com/tnr1058241.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Školské majstrovstvá okresu Prešov SŠ,https://chess-results.com/tnr1058240.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Egyetemi Bajnokság-Selye János Egyetem 2024.11.12. ,https://chess-results.com/tnr1058994.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Školské majstrovstvá okresu Poltár v šk. ,https://chess-results.com/tnr1059285.aspx,Creator/Last Upload: Slovak Chess Federation license 5
MO Námestovo (dievčatá) ,https://chess-results.com/tnr1062318.aspx,"Creator: Slovak Chess Federation license 47,Last Upload: Slovak Chess Federation license 46"
Majstrovstvá okresu Topoľčany základných ,https://chess-results.com/tnr1059375.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Majstrovstvá okresu Topoľčany základných ,https://chess-results.com/tnr1058707.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Majstrovstvá okresu NZ Žiačky 2024 ,https://chess-results.com/tnr1059669.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Majstrovstvá okresu NZ Žiaci 2024 ,https://chess-results.com/tnr1059670.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Majstrovstvá okresu NZ SŠ 2024 ,https://chess-results.com/tnr1059624.aspx,Creator/Last Upload: Slovak Chess Federation license 5
M okresu ZM ZŠ - D ,https://chess-results.com/tnr1058897.aspx,Creator/Last Upload: Slovak Chess Federation license 5
M okresu ZM ZŠ - CH ,https://chess-results.com/tnr1059136.aspx,Creator/Last Upload: Slovak Chess Federation license 5
M okresu ZM SŠ - CH + D ,https://chess-results.com/tnr1058901.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Školské majstrovstvá okresu Šaľa v z,https://chess-results.com/tnr1055690.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Školské majstrovstvá okresu Šaľa v z,https://chess-results.com/tnr1055688.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Šarišská šachová liga GPX+   3.kolo ,https://chess-results.com/tnr1060478.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Šarišská šachová liga GPX - 3.kolo (,https://chess-results.com/tnr1060477.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Okresné majstrovstvá v šachu Stará Ľubov&,https://chess-results.com/tnr1059724.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Okresné majstrovstvá v šachu Stará Ľubov&,https://chess-results.com/tnr1059738.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Okresné kolo stredných škôl Stará Ľubov&#,https://chess-results.com/tnr1060796.aspx,Creator/Last Upload: Slovak Chess Federation license 2
"MSR základných škôl, okresné kolo Považsk",https://chess-results.com/tnr1057675.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Majstrovstvá školy ZŠ Wolkerova Bardejov ,https://chess-results.com/tnr1059696.aspx,Creator/Last Upload: Slovak Chess Federation
Majstrovstvá školy ZŠ Komenského  Bardejo,https://chess-results.com/tnr1059697.aspx,Creator/Last Upload: Slovak Chess Federation
Školské majstrovstvá okresu Liptovský Mikulá&#,https://chess-results.com/tnr1060097.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Školské majstrovstvá okresu Liptovský Mikulá&#,https://chess-results.com/tnr1060098.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Šachová olynpiada Hlohovec 2024 ,https://chess-results.com/tnr1061879.aspx,Creator/Last Upload: Slovak Chess Federation license 3
MO Námestovo (chlapci) ,https://chess-results.com/tnr1062314.aspx,"Creator: Slovak Chess Federation license 47,Last Upload: Slovak Chess Federation license 46"
Majstrovstvá škôl MČ Petržalka 2024/,https://chess-results.com/tnr1025428.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Majstrovstvá okresu Poprad žiakov ZŠ 2024,https://chess-results.com/tnr1060334.aspx,Creator/Last Upload: Slovak Chess Federation
Majstrovstvá okresu Poprad žiakov SŠ 2024,https://chess-results.com/tnr1060340.aspx,Creator/Last Upload: Slovak Chess Federation
Majstrovstvá okresu Levice ZŠ ,https://chess-results.com/tnr1060119.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Majstrovstvá okresu Levice SŠ ,https://chess-results.com/tnr1060118.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Pezinský šachový turnaj začiatočníko,https://chess-results.com/tnr1054695.aspx,Creator/Last Upload: Slovak Chess Federation
"Memoriál Antona Nováka, 35. ročník ",https://chess-results.com/tnr1041375.aspx,Creator/Last Upload: Slovak Chess Federation
"Šach-Mat Nitra, 2.kolo Šachovo barová lig",https://chess-results.com/tnr1054599.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Medzinárodný deň študenstva ,https://chess-results.com/tnr1064117.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Lipany - O pohár 17. novembra - deti Šachová l,https://chess-results.com/tnr1070185.aspx,Creator/Last Upload: Slovak Chess Federation license 9
LIPANY - O Pohár 17. novembra - 2024 - open ,https://chess-results.com/tnr1068813.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Karloveský šachový turnaj 11/2024 ,https://chess-results.com/tnr1054441.aspx,Creator/Last Upload: Slovak Chess Federation
Ružomberok CVC mládež turnaj 2 ,https://chess-results.com/tnr1064093.aspx,Creator/Last Upload: Slovak Chess Federation
Skolské majstrovstvá okresu Komárno ziakov a ziacok,https://chess-results.com/tnr1064315.aspx,Creator/Last Upload: Slovak Chess Federation
Školské majstrovstvá okresu Dunajská Streda &#,https://chess-results.com/tnr1064765.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Školské majstrovstvá okresu Dunajská Streda &#,https://chess-results.com/tnr1064766.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Regionálne majstrovstvá -  Humenné a Snina  v š,https://chess-results.com/tnr1064204.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Regionálne majstrovstvá -  Humenné a Snina  v š,https://chess-results.com/tnr1064201.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Majstrovstvá okresu Skalica základných škôl - ,https://chess-results.com/tnr1064632.aspx,Creator/Last Upload: Slovak Chess Federation
Majstrovstvá okresu Skalica základných škôl - ,https://chess-results.com/tnr1064630.aspx,Creator/Last Upload: Slovak Chess Federation
Majstrovstvá okresu Skalica stredných škôl - c,https://chess-results.com/tnr1064633.aspx,Creator/Last Upload: Slovak Chess Federation
2.turnaj začiatočníkov-13.ročník - R,https://chess-results.com/tnr1043470.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"MSR stredných škôl, okresné kolo Považská",https://chess-results.com/tnr1063542.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Majstrovstvá študentov SŠ  Košického,https://chess-results.com/tnr1060258.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Majstrovstvá Košického kraja Stredné škol,https://chess-results.com/tnr1063672.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Tomášovce 22.11.2024 F ,https://chess-results.com/tnr1091787.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce 22.11.2024 E ,https://chess-results.com/tnr1091786.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce 22.11.2024 D ,https://chess-results.com/tnr1091785.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce 22.11.2024 B ,https://chess-results.com/tnr1091783.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce  22.11.2024 C ,https://chess-results.com/tnr1091784.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Školské Majstrovstvá okresu Senica 2024 - &,https://chess-results.com/tnr1063341.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Školské Majstrovstvá okresu Senica 2024 - stre,https://chess-results.com/tnr1063343.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Majstrovstvá žiakov ZŠ  Košického kr,https://chess-results.com/tnr1060250.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Majstrovstvá škôl MČ Petržalka 2024/,https://chess-results.com/tnr1025434.aspx,Creator/Last Upload: Slovak Chess Federation license 4
 Tomášovce 22.11.2024 A ,https://chess-results.com/tnr1091782.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Ziacka liga v sachu  Kosice 22.rocnik 2.turnaj 23.1,https://chess-results.com/tnr1052692.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Tvoj Deň Bardejov - 23.11.2024 ,https://chess-results.com/tnr1068790.aspx,Creator/Last Upload: Slovak Chess Federation license 8
SMOLENICKÝ POHÁR  - GPX  ,https://chess-results.com/tnr1049277.aspx,Creator/Last Upload: Slovak Chess Federation license 5
"SMOLENICKÝ POHÁR  - ""B"" - GPX + ",https://chess-results.com/tnr1049280.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Rapid Rača GPX+ 23.11.2024 ,https://chess-results.com/tnr1033425.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Rapid Rača GPX 23.11.2024 ,https://chess-results.com/tnr1033424.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Liga mládeža Spiša 2. turnaj Kežmarok 2024/25 08,11,14 ",https://chess-results.com/tnr1066860.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation license 67"
Liga mládeža Spiša 2. turnaj Kežmarok 2024/2025 open ,https://chess-results.com/tnr1066872.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation license 67"
Liga mládeža Spiša 2. turnaj Kežmarok 2024/2025 18/23 ,https://chess-results.com/tnr1066864.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation license 67"
Trening ,https://chess-results.com/tnr1070275.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Školské MK Žilina študentov SŠ ,https://chess-results.com/tnr1061355.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Školské MK Žilina študentiek SŠ,https://chess-results.com/tnr1069062.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Školské majstrovstvá okresu Levoča v zrýc,https://chess-results.com/tnr1069991.aspx,Creator/Last Upload: Slovak Chess Federation
Školské majstrovstvá okresu Levoča v zrýc,https://chess-results.com/tnr1069990.aspx,Creator/Last Upload: Slovak Chess Federation
Školské majstrovstvá kraja Žilina ži,https://chess-results.com/tnr1061351.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Školské majstrovstvá kraja Žilina ži,https://chess-results.com/tnr1069059.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Okresné majstrovstvá -  Humenné  v šachu Z#,https://chess-results.com/tnr1069935.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Okresné majstrovstvá -  Humenné  v šachu Z#,https://chess-results.com/tnr1069929.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Jesenny turnaj MERCURY ELITE 2024 ,https://chess-results.com/tnr1054322.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Jesenny turnaj MERCURY B 2024 ,https://chess-results.com/tnr1054312.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Jesenny turnaj MERCURY A2 2024 ,https://chess-results.com/tnr1054310.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Jesenny turnaj MERCURY A1 2024 ,https://chess-results.com/tnr1069299.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Školské majstrovstvá Banskobystrického kraja v,https://chess-results.com/tnr1064526.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Školské majstrovstvá Banskobystrického kraja v,https://chess-results.com/tnr1064522.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Školské majstrovstvá Banskobystrického kraja v,https://chess-results.com/tnr1064539.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Školské majstrovstvá Banskobystrického kraja v,https://chess-results.com/tnr1064534.aspx,Creator/Last Upload: Slovak Chess Federation license 5
M NR kraja ZŠ - D ,https://chess-results.com/tnr1064960.aspx,Creator/Last Upload: Slovak Chess Federation license 5
M NR kraja ZŠ - CH ,https://chess-results.com/tnr1064546.aspx,Creator/Last Upload: Slovak Chess Federation license 5
M NR kraja SŠ - D ,https://chess-results.com/tnr1064965.aspx,Creator/Last Upload: Slovak Chess Federation license 5
M NR kraja SŠ - CH ,https://chess-results.com/tnr1064943.aspx,Creator/Last Upload: Slovak Chess Federation license 5
MBA žiačky 29.11.2024 ,https://chess-results.com/tnr1024509.aspx,Creator/Last Upload: Slovak Chess Federation license 4
MBA žiaci 29.11.2024 ,https://chess-results.com/tnr1024508.aspx,Creator/Last Upload: Slovak Chess Federation license 4
MBA študentky 29.11.2024 ,https://chess-results.com/tnr1024511.aspx,Creator/Last Upload: Slovak Chess Federation license 4
MBA študenti 29.11.2024 ,https://chess-results.com/tnr1071163.aspx,Creator/Last Upload: Slovak Chess Federation license 4
2.kolo školskej šachovej ligy ZŠ a S,https://chess-results.com/tnr1071225.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Sachovy kral Rajca 18.rocník - Turnaj B   ,https://chess-results.com/tnr1057059.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Sachovy kral Rajca 18.rocnik - Turnaj A ,https://chess-results.com/tnr1057056.aspx,Creator/Last Upload: Slovak Chess Federation license 5
GPX+ Tvoj Deň Bardejov - 30.11.2024 ,https://chess-results.com/tnr1072625.aspx,Creator/Last Upload: Slovak Chess Federation
GPX a GPX+ Tvoj Deň Bardejov - 30.11.2024 ,https://chess-results.com/tnr1071574.aspx,Creator/Last Upload: Slovak Chess Federation
Školské majstrovstvá Trnavského kraja v š,https://chess-results.com/tnr1073504.aspx,Creator/Last Upload: Slovak Chess Federation
Školské majstrovstvá Trnavského kraja v š,https://chess-results.com/tnr1073509.aspx,Creator/Last Upload: Slovak Chess Federation
Školské majstrovstvá Trnavského kraja v š,https://chess-results.com/tnr1073511.aspx,Creator/Last Upload: Slovak Chess Federation
Školské majstrovstvá Trnavského kraja v š,https://chess-results.com/tnr1073516.aspx,Creator/Last Upload: Slovak Chess Federation
"MIkulášsky Turnaj 2024, Sv František ",https://chess-results.com/tnr1074349.aspx,"Creator: Slovak Chess Federation,Last Upload: Slovak Chess Federation license 66"
"Majstrovstvá kraja Trenčín 2024, ZŠ a 1.s",https://chess-results.com/tnr1052879.aspx,Creator/Last Upload: Slovak Chess Federation license 3
"Majstrovstvá kraja Trenčín 2024, ZŠ a 1.s",https://chess-results.com/tnr1052880.aspx,Creator/Last Upload: Slovak Chess Federation license 3
"Majstrovstvá kraja Trenčín 2024, SŠ a 2.s",https://chess-results.com/tnr1052881.aspx,Creator/Last Upload: Slovak Chess Federation license 3
"Majstrovstvá kraja Trenčín 2024, SŠ a 2.s",https://chess-results.com/tnr1052882.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Šachový turnaj v UPeCe Bratislava ,https://chess-results.com/tnr1059487.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Grand prix sv.Mikuláša Topoľčany 202,https://chess-results.com/tnr1070278.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Saleziánsky Mikulášsky turnaj 2024 ,https://chess-results.com/tnr1075835.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Mikulassky sachovy turnaj, Bratislava, 05.12.2024 ",https://chess-results.com/tnr1030592.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Medzigeneracny turnaj ZSK 2024 ,https://chess-results.com/tnr1075890.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce 06.12.2024 C ,https://chess-results.com/tnr1091795.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce 06.12.2024 B ,https://chess-results.com/tnr1091794.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce 06.12.2024 A ,https://chess-results.com/tnr1091793.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce  06.12.2024 D ,https://chess-results.com/tnr1091796.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Školské majstrovstvá Prešovského kraja Z&,https://chess-results.com/tnr1059591.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Školské majstrovstvá Prešovského kraja Z&,https://chess-results.com/tnr1070935.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Školské majstrovstvá Prešovského kraja S&,https://chess-results.com/tnr1071416.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Školské majstrovstvá Prešovského kraja S&,https://chess-results.com/tnr1070937.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Mikulášsky turnaj ,https://chess-results.com/tnr1076545.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Zimný šachový turnaj 2025 ,https://chess-results.com/tnr1076793.aspx,Creator/Last Upload: Slovak Chess Federation
ZOBOR CUP 2024/25  1.turnaj GPX ,https://chess-results.com/tnr1047924.aspx,Creator/Last Upload: Slovak Chess Federation license 5
"ZOBOR CUP 2024/25  1.turnaj ""B"" - GPX + ",https://chess-results.com/tnr1048034.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Šachový turnaj seniorov OO JDS Sabinov ,https://chess-results.com/tnr1077657.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Šachová liga pážat Lipany - 4. kolo ,https://chess-results.com/tnr1080814.aspx,Creator/Last Upload: Slovak Chess Federation license 9
GPX+ Tvoj Deň Bardejov - 7.12.2024 ,https://chess-results.com/tnr1077826.aspx,Creator/Last Upload: Slovak Chess Federation
GPX Tvoj Deň Bardejov - 7.12.2024 ,https://chess-results.com/tnr1076650.aspx,Creator/Last Upload: Slovak Chess Federation
Mikulášsky Šachový Turnaj Sabinov ,https://chess-results.com/tnr1078473.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Majstrovstvá škôl MČ Petržalka 2024/,https://chess-results.com/tnr1025426.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Vianocny turnaj o krala sachu Stara Lubovna ,https://chess-results.com/tnr1079415.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Vianočný turnaj 2024 ,https://chess-results.com/tnr1079408.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Majstrovstvá SR žiakov ZŠ 2024/25 ,https://chess-results.com/tnr1078961.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Majstrovstvá SR žiačok ZŠ 2024/25 ,https://chess-results.com/tnr1078962.aspx,Creator/Last Upload: Slovak Chess Federation license 5
